movieId,primary_genre,lda_comp_1,lda_comp_2,lda_comp_3,lda_comp_4,lda_comp_5,lda_comp_6,lda_comp_7,lda_comp_8,lda_comp_9,lda_comp_10,cluster
103984,Comedy,0.03297644,2.303397,-0.50209796,0.22860384,0.5551014,-0.5481472,-2.101056,1.2310141,0.108659655,0.1251972,4
104074,Adventure,0.92507124,5.434242,-1.3574278,-3.448716,0.77211696,2.5399568,0.24479556,-1.1281716,1.289718,2.5627198,4
104076,Animation,1.4944876,0.052401803,-3.3356555,0.49028042,-4.655656,-2.8324766,-1.1792252,1.0022628,2.3429155,1.2961181,5
104078,Comedy,2.3913112,-0.97376853,1.4578017,-0.018177673,0.18963759,0.31753692,-0.99140495,0.39172027,-0.39099944,-0.54380393,8
1041,Drama,-1.2290851,-1.4484541,2.059731,-2.5932806,-0.521212,-2.0674534,-0.6440569,-3.7040584,-1.0314425,-2.150935,11
1042,Comedy,1.0018065,-0.71520925,1.1992886,-1.0746723,-0.54822654,0.48050004,-0.15617916,0.7513516,1.3584685,-0.6623228,8
104211,Comedy,0.9107642,-0.697439,1.1426866,0.039307415,-0.41828048,-1.253974,-1.242772,0.52670306,-0.17010802,0.677654,8
104218,Comedy,1.6191444,-2.2587771,-0.74391794,-1.011792,-0.8106437,-0.29596695,0.72635305,1.5463016,0.46507502,-0.9214005,8
104243,Action,-2.0176253,-0.8474056,-1.9321406,0.9881762,0.25390464,2.0168796,0.40568683,0.88104767,0.3753227,-1.7282194,1
104272,Documentary,-1.1316376,-1.8068168,0.7627888,2.0653899,-1.7728274,-0.31916153,-3.1448967,-0.07115727,0.19902867,2.03913,10
104283,Animation,-0.15465105,-1.1414987,-2.8271573,-0.24979365,-4.623769,-2.1303492,-2.4535465,1.7935679,1.4370261,0.2972078,5
1043,Drama,1.7537677,0.07176602,1.5381377,-1.006738,1.1804715,-1.5928774,-0.32340282,-2.9319184,3.418255,-0.84604996,11
104339,Comedy,0.9986267,-1.1438375,2.005736,1.7960987,1.2497287,0.0691648,-1.462158,2.302851,0.07461083,-0.694583,8
104374,Drama,-0.8039498,-1.016104,1.64643,-2.515935,-0.15545446,-1.3654717,-0.3534542,-1.9739326,-0.29307774,-0.8208952,11
104457,Horror,-3.3753939,0.178379,0.016875744,-0.08177334,1.1505154,-1.7655492,-0.5859407,0.6337728,3.7141542,0.12957713,3
104760,Action,-2.5805523,-0.85374504,-0.44231814,-0.27212337,0.37449577,2.1679397,-0.9476707,-0.110847846,0.43488356,-1.1398662,11
104837,Action,-2.5332847,-0.44038248,-2.3065252,-0.28897947,1.4030076,3.3543482,-0.41857302,-2.0814753,1.3803376,0.30461442,1
104863,Comedy,1.2364368,-2.3112006,0.9111534,-1.1475989,-0.07665563,0.5036503,0.9599187,0.8107011,-0.117689244,-0.33810472,8
1049,Action,-2.7207117,-1.5079072,-0.19879538,1.0789919,2.130183,1.3554991,0.659117,0.4997058,-0.59073836,-0.7246654,1
104906,Comedy,1.7195097,-1.9702758,1.0371604,0.3742328,1.6813251,0.022661239,1.4486762,-0.29346788,0.050382376,-1.267603,8
104908,Horror,-2.5732424,2.5348547,0.8707248,0.11183145,0.22658467,0.25482923,0.44854715,3.6412969,2.6551075,1.2005618,3
104913,Action,-0.9385138,-0.3421529,0.94091386,-0.15801713,0.4685772,0.22553326,-0.20978913,-2.0217257,0.329945,-0.39769,11
104944,Drama,-1.595193,0.14071377,1.9738089,-2.8289697,-0.47477216,-0.78530705,-0.40213048,0.06073179,-0.29356173,0.020784318,11
1050,Documentary,-1.0802417,-1.5826489,2.9853456,2.8329365,-3.9056518,-0.51071817,-3.7056563,1.4848198,-2.1168945,0.09231718,10
105037,Comedy,1.2501804,0.49490908,0.18141791,-0.8283653,-0.84172326,0.4997451,-1.2754823,1.6031497,-0.31687576,0.2433179,8
1051,Drama,0.028468728,0.83028114,0.64241564,-0.83058524,-0.62835205,-1.9630866,-0.5953443,-1.4487851,-1.2751293,0.66038144,11
105211,Comedy,0.61069643,-0.5493078,-0.26537508,1.643691,1.494488,-1.0506917,2.3610206,0.3398649,0.11739215,-1.1656939,1
105213,Comedy,2.16261,-1.0771822,-0.45218706,0.63378245,-1.0467805,1.1305524,-0.7361402,-0.24734598,1.9700322,-1.8969728,8
105246,Drama,0.46095905,-0.72754806,0.84023017,-0.14068124,0.5621418,-0.9348563,-0.88471556,-0.41937065,0.21803826,-1.6989979,11
1053,Crime,0.45072672,-1.4489362,2.2146077,0.922613,0.68636507,2.077156,-1.4134326,-1.2749035,-0.23385446,0.8178764,11
105351,Crime,0.32077074,0.8743433,0.78497523,0.44465005,0.94036216,1.4954687,-1.2172902,-0.8244758,-0.10056165,-1.9291925,11
105355,Drama,-1.4855747,0.49938846,2.6163397,0.37764502,0.30375955,0.26624605,-0.0672773,-1.2876978,0.41529375,-0.7349166,11
1054,Drama,-1.0871269,0.7929923,2.5940936,-0.2554025,0.12955147,-1.090945,-0.6715929,1.1434919,-1.7705052,-0.11922297,11
105468,Animation,2.6301656,0.27368492,-4.8572774,-0.048126638,-4.9919224,-1.9615437,-1.8590511,0.5025345,1.2698522,-0.5130382,5
1055,Thriller,-2.0736318,2.205079,-2.2845736,4.3989005,4.105675,-5.051183,-0.27916166,0.4482238,4.8897214,-0.45248947,2
105593,Comedy,1.9795674,-0.26136214,-0.60546386,0.88238215,1.537644,-0.6159614,0.42304385,0.54702514,0.8371123,0.53304195,8
1056,Drama,-1.3005302,-1.227941,1.5889084,-1.0482364,1.4167615,-0.7335113,-0.123695016,-0.76203686,1.5425036,0.062305238,11
105653,Action,-1.6355218,-0.050863862,-1.0048425,3.5526924,-0.54226494,0.9006586,0.26641005,-0.75702953,-0.37004182,-1.2792287,1
1057,Comedy,1.0702231,-2.9541528,-0.60696715,1.961876,-0.7170161,0.1908646,-0.80783546,0.44443887,1.1048474,0.7385625,8
105720,Comedy,1.337502,-1.0347333,1.3560479,0.7728925,0.9062373,0.77502984,1.275123,2.274314,0.79474425,0.58740586,8
105731,Drama,-0.6134715,1.7568516,0.60488516,-2.0502172,0.39644232,-0.6586096,-0.032603025,-2.8163476,1.0549271,0.36646378,11
105835,Comedy,0.40247193,-0.2885129,1.6098347,1.709175,-0.7088474,-0.16718571,1.3790016,2.9221942,-0.3189758,-0.51383626,8
105844,Drama,-0.2981311,-1.1048881,1.7471739,-1.6761482,-1.5779768,-1.261956,-0.03687109,0.2021989,-0.8765923,-0.96654624,11
106,Comedy,-1.380692,-0.02289258,0.6903489,0.5998096,0.8381571,-0.036098294,-0.9827422,-1.4586786,-0.20067441,-0.77093154,11
106062,Comedy,2.3394175,1.8342868,-0.90623033,-1.5743852,0.493561,-0.4273253,-0.18543184,-0.70784014,1.15999,-0.5934733,8
106072,Action,-1.4366789,-1.7088954,-2.5818536,0.86335355,0.7548731,0.97548956,1.4119135,-0.36240393,-0.4136873,-1.4328922,1
106144,Drama,0.1710123,0.5856453,1.0302888,-1.6565782,-0.35599774,-1.4386504,2.3281822,-2.0329776,-0.7239156,-0.4890231,11
106438,Comedy,0.953611,-1.4874364,0.25484368,0.6574516,0.93418884,-1.0786898,-0.42796785,0.6087574,-0.3493653,1.5058194,8
106487,Action,-2.2495103,0.90032405,-0.45741355,0.9238967,1.693022,0.43200904,0.86141086,-0.34996182,-0.71441346,-0.11813226,1
106489,Adventure,1.8787543,3.8622575,0.57818913,-0.7515875,2.067777,2.0714133,-1.8508501,-1.3168845,-0.857086,1.6795142,4
1066,Comedy,2.4352415,-1.551025,0.89311606,-0.20373632,2.0018218,-0.30503732,1.0228038,0.8495734,-1.133254,1.4965312,8
106696,Adventure,3.21086,4.187077,0.27044117,-0.6967832,1.717595,1.4630274,-1.3803782,-0.20704788,-0.34907985,2.130917,4
106782,Comedy,2.6208212,-0.23006615,-1.1678165,-0.046678543,2.008395,1.411044,0.55547535,-0.5735064,1.3952014,0.06637564,8
106785,Action,-1.0337857,0.10060142,-1.345436,1.4696653,-0.35998926,1.7451314,2.0597777,-1.5931634,-1.051742,-1.2301694,1
1068,Crime,-1.3256214,0.6035626,-0.5793377,1.2219075,1.2906842,1.871961,-0.5840061,-0.46928477,1.1708134,2.7383034,1
106889,Documentary,1.4108788,-0.5446208,-0.2014677,2.9512477,-4.8386445,0.2773897,-3.748068,0.42534775,0.21138662,1.174886,10
106916,Crime,-2.304345,1.1063523,0.06518969,1.8656249,-0.42286867,0.19410402,0.35878733,1.5555167,0.8483636,-0.422058,1
106920,Drama,0.27679226,-0.7174,0.6637237,-0.44101733,-0.5687716,-1.3786515,-0.5613076,0.69981396,-0.12596938,-0.7754248,11
106927,Action,0.48204842,1.4705472,-1.2976878,2.1153033,-0.24281302,0.53760505,1.6491933,-1.4947894,-1.1052216,-1.1570013,1
107069,Action,-1.9352366,-0.23363382,-1.7630451,-1.0938187,0.7483085,2.1414516,-1.3283889,0.024006516,-1.3841044,-0.1483208,1
107141,Comedy,1.807936,1.6488314,0.62719476,1.0402057,1.6220825,0.14291641,0.43842053,0.79174834,-0.27565426,1.2762971,11
107159,Action,-2.5873668,-1.6117741,-1.6368787,1.0524634,0.17808041,2.1584837,0.1373584,-0.48828942,0.10674501,-0.5140309,1
107314,Action,-1.402984,-1.5539812,-1.3454045,2.0734284,-0.9237515,0.8515995,1.041218,-0.35634905,-0.5360713,-1.421221,1
107338,Comedy,0.7509433,-0.9231267,0.852882,0.52411085,1.640591,0.27261367,0.09176439,-0.15674244,1.1293839,-1.0092721,8
107348,Comedy,1.0285274,-1.2723415,1.2794962,-0.5716358,1.7150033,0.14624861,2.6714902,-0.46396843,-0.17951372,0.103022166,8
107406,Action,-1.4684982,-0.9153632,-2.5548193,0.75234663,0.5041436,2.767334,-0.6421918,-2.1306992,-1.4558569,1.8157169,1
107408,Comedy,2.2957375,-0.83908296,-0.43215495,0.7319661,0.120551825,-0.37086725,-2.3705022,-0.35116556,0.89946157,0.14420965,8
107412,Comedy,3.0213957,-1.4966382,-0.97668207,-0.32860267,1.3536569,0.61846733,0.41496882,-0.32104817,1.0049796,2.1273124,8
107436,Horror,-3.244639,2.9046638,1.4037535,-0.6028414,0.05154538,0.9887544,-1.6435325,3.508218,2.691552,1.015684,3
107447,Comedy,0.593678,0.4348346,2.0923874,-1.4447284,1.6386659,0.25761193,1.3207687,0.8983212,-0.06378992,1.1230235,8
107462,Action,-0.78791416,-0.8912627,-0.4097471,-0.14150988,1.1006523,2.327651,-0.6036945,-1.0364801,-0.50096166,0.35231555,1
107565,Comedy,1.5566084,-2.0952501,0.25525773,1.2622235,1.9076412,-1.1618767,0.15965985,-2.7769744,-1.0147384,-0.940463,11
1076,Drama,-1.8901155,2.0960479,2.3074803,-1.6891569,-1.2923119,-1.7853551,-1.0364918,-1.4535191,0.73687,-0.67321956,11
1077,Comedy,0.60371614,-0.22819643,-0.32620174,-0.34353894,2.0462804,0.73661625,0.77504396,0.26830125,0.49993873,-1.5386857,8
107702,Comedy,1.2338742,-0.37302655,0.5486419,1.7071881,0.3595896,0.583558,2.725179,-0.13001695,0.12980989,0.5166677,8
